Name;Birthday;Club;Club2;Club3;Year;League
Marco Thiede;1992-05-20;Karlsruher SC;;;2020.0;GER-Bundesliga2
Marvin Wanitzek;1993-05-07;Karlsruher SC;;;2020.0;GER-Bundesliga2
Jérôme Gondorf;1988-06-26;Karlsruher SC;;;2020.0;GER-Bundesliga2
Cedric Euschen;1998-03-07;Wehen Wiesbaden;;;2020.0;GER-Bundesliga2
Xavier Casmier Amaechi;2001-01-05;Hamburg;;;2020.0;GER-Bundesliga2
Arthur Lyska;2000-05-19;Wehen Wiesbaden;;;2020.0;GER-Bundesliga2
Branimir Hrgota;1993-01-12;Greuther Fuerth;;;2020.0;GER-Bundesliga2
Andreas Albers Nielsen;1990-03-23;Jahn Regensburg;;;2020.0;GER-Bundesliga2
Marcel Hartel;1996-01-19;Arminia Bielefeld;;;2020.0;GER-Bundesliga2
Hauke Finn Wahl;1994-04-15;Holstein Kiel;;;2020.0;GER-Bundesliga2
Cédric Christian Brunner;1994-02-17;Arminia Bielefeld;;;2020.0;GER-Bundesliga2
Emmanuel Edosa  Iyoha;1997-10-11;Holstein Kiel;;;2020.0;GER-Bundesliga2
Kevin Ehlers;2001-01-23;Dynamo Dresden;;;2020.0;GER-Bundesliga2
Sascha Burchert;1989-10-30;Greuther Fuerth;;;2020.0;GER-Bundesliga2
Leon Valentin Schaffran;1998-07-31;Greuther Fuerth;;;2020.0;GER-Bundesliga2
Julian Wesley Green;1995-06-06;Greuther Fuerth;;;2020.0;GER-Bundesliga2
Niklas Dams;1990-05-28;Wehen Wiesbaden;;;2020.0;GER-Bundesliga2
Kevin Goden;1999-02-22;Nuernberg;;;2020.0;GER-Bundesliga2
Etienne Amenyido;1998-03-01;Osnabrueck;;;2020.0;GER-Bundesliga2
Lion Lauberbach;1998-02-15;Holstein Kiel;;;2020.0;GER-Bundesliga2
Kevin Broll;1995-08-23;Dynamo Dresden;;;2020.0;GER-Bundesliga2
Jakov Medić;1998-09-07;Wehen Wiesbaden;;;2020.0;GER-Bundesliga2
Marco Meyerhöfer;1995-11-18;Greuther Fuerth;;;2020.0;GER-Bundesliga2
Jomaine Ellay Consbruch;2002-01-26;Arminia Bielefeld;;;2020.0;GER-Bundesliga2
Paul Grave;2001-04-10;Bochum;;;2020.0;GER-Bundesliga2
Jan Wellers;2000-02-13;Bochum;;;2020.0;GER-Bundesliga2
Marcin Kamiński;1992-01-15;Stuttgart;;;2020.0;GER-Bundesliga2
Bryan Henning;1995-03-16;Osnabrueck;;;2020.0;GER-Bundesliga2
Max Besuschkow;1997-05-31;Jahn Regensburg;;;2020.0;GER-Bundesliga2
Louis Schaub;1994-12-29;Hamburg;;;2020.0;GER-Bundesliga2
Jannik Dehm;1996-05-02;Holstein Kiel;;;2020.0;GER-Bundesliga2
Stephan Salger;1990-01-30;Arminia Bielefeld;;;2020.0;GER-Bundesliga2
Tobias Mohr;1995-08-24;FC Heidenheim;Greuther Fuerth;;2020.0;GER-Bundesliga2
Paul Seguin;1995-03-29;Greuther Fuerth;;;2020.0;GER-Bundesliga2
Sebastian Ernst;1995-03-04;Greuther Fuerth;;;2020.0;GER-Bundesliga2
Jesper Verlaat;1996-06-04;Sandhausen;;;2020.0;GER-Bundesliga2
Phil Yannik Neumann;1997-07-08;Holstein Kiel;;;2020.0;GER-Bundesliga2
Håvard Kallevik Nielsen;1993-07-15;Greuther Fuerth;;;2020.0;GER-Bundesliga2
Fabian Kunze;1998-06-14;Arminia Bielefeld;;;2020.0;GER-Bundesliga2
Jeremias Lorch;1995-12-02;Wehen Wiesbaden;;;2020.0;GER-Bundesliga2
Manuel Schäffler;1989-02-06;Wehen Wiesbaden;;;2020.0;GER-Bundesliga2
Florian Heister;1997-03-02;Jahn Regensburg;;;2020.0;GER-Bundesliga2
Ron-Robert Zieler;1989-02-12;Hannover;;;2020.0;GER-Bundesliga2
Ulrich Bapoh Luic;1999-06-29;Bochum;;;2020.0;GER-Bundesliga2
Marlon Frey;1996-03-24;Sandhausen;;;2020.0;GER-Bundesliga2
Niklas Tarnat;1998-05-26;Hannover;;;2020.0;GER-Bundesliga2
Erik Majetschak;2000-03-01;Erzgebirge Aue;;;2020.0;GER-Bundesliga2
Besar Halimi;1994-12-12;Sandhausen;;;2020.0;GER-Bundesliga2
Timo Beermann;1990-12-10;FC Heidenheim;;;2020.0;GER-Bundesliga2
Maximilian Thiel;1993-02-03;FC Heidenheim;;;2020.0;GER-Bundesliga2
Marcel Correia;1989-05-16;Jahn Regensburg;;;2020.0;GER-Bundesliga2
Albion Vrenezi;1993-10-04;Jahn Regensburg;;;2020.0;GER-Bundesliga2
Robert Tesche;1987-05-27;Bochum;;;2020.0;GER-Bundesliga2
Martin Männel;1988-03-16;Erzgebirge Aue;;;2020.0;GER-Bundesliga2
Tom Baumgart;1997-11-12;Erzgebirge Aue;;;2020.0;GER-Bundesliga2
Tim Boss;1993-06-28;Dynamo Dresden;;;2020.0;GER-Bundesliga2
Niklas Kreuzer;1993-02-20;Dynamo Dresden;;;2020.0;GER-Bundesliga2
Erich Berko;1994-09-06;Darmstadt;;;2020.0;GER-Bundesliga2
Michel Niemeyer;1995-11-19;Wehen Wiesbaden;;;2020.0;GER-Bundesliga2
Philipp Kühn;1992-09-02;Osnabrueck;;;2020.0;GER-Bundesliga2
Bashkim Ajdini;1992-12-10;Osnabrueck;;;2020.0;GER-Bundesliga2
Paterson Chato Nguendong;1996-12-01;Wehen Wiesbaden;;;2020.0;GER-Bundesliga2
Christian Joe Conteh;1999-08-27;St. Pauli;;;2020.0;GER-Bundesliga2
Marvin Stefaniak;1995-02-03;Greuther Fuerth;;;2020.0;GER-Bundesliga2
Maxwell Gyamfi;2000-01-18;Bochum;;;2020.0;GER-Bundesliga2
Charalambos Makridis;1996-07-05;Jahn Regensburg;;;2020.0;GER-Bundesliga2
James Alexander Lawrence;1992-08-22;St. Pauli;;;2020.0;GER-Bundesliga2
Jannes-Kilian Horn;1997-02-06;Hannover;;;2020.0;GER-Bundesliga2
Johannes Geis;1993-08-17;Nuernberg;;;2020.0;GER-Bundesliga2
Alexander Weidinger;1997-06-18;Jahn Regensburg;;;2020.0;GER-Bundesliga2
Andreas Geipl;1992-04-21;Jahn Regensburg;;;2020.0;GER-Bundesliga2
Benedikt Saller;1992-09-22;Jahn Regensburg;;;2020.0;GER-Bundesliga2
Jan Kwasi Gyamerah;1995-06-18;Hamburg;;;2020.0;GER-Bundesliga2
Florian Ballas;1993-01-08;Dynamo Dresden;;;2020.0;GER-Bundesliga2
Felix Lohkemper;1995-01-26;Nuernberg;;;2020.0;GER-Bundesliga2
Borys Tashchy;1993-07-26;St. Pauli;;;2020.0;GER-Bundesliga2
Julian Korb;1992-03-21;Hannover;;;2020.0;GER-Bundesliga2
Christian Mathenia;1992-03-31;Nuernberg;;;2020.0;GER-Bundesliga2
Enrico Valentini;1989-02-20;Nuernberg;;;2020.0;GER-Bundesliga2
Christoph Daferner;1998-01-12;Erzgebirge Aue;;;2020.0;GER-Bundesliga2
Tim-Henry Handwerker;1998-05-19;Nuernberg;;;2020.0;GER-Bundesliga2
Christian Viet;1999-03-27;St. Pauli;;;2020.0;GER-Bundesliga2
Erik Wekesser;1997-07-03;Jahn Regensburg;;;2020.0;GER-Bundesliga2
Dominik Kother;2000-03-16;Karlsruher SC;;;2020.0;GER-Bundesliga2
Carl Friedrich Georg Klaus;1994-01-16;Darmstadt;;;2020.0;GER-Bundesliga2
Lukas Schleimer;1999-12-09;Nuernberg;;;2020.0;GER-Bundesliga2
Saulo Igor Decarli;1992-02-04;Bochum;;;2020.0;GER-Bundesliga2
Kolja Pusch;1993-02-12;FC Heidenheim;;;2020.0;GER-Bundesliga2
Sebastian Griesbeck;1990-10-03;FC Heidenheim;;;2020.0;GER-Bundesliga2
Maurice Michael Multhaup;1996-12-15;FC Heidenheim;;;2020.0;GER-Bundesliga2
Robert Leipertz;1993-02-01;FC Heidenheim;;;2020.0;GER-Bundesliga2
Marvin Knoll;1990-12-05;St. Pauli;;;2020.0;GER-Bundesliga2
David Kinsombi;1995-12-12;Hamburg;;;2020.0;GER-Bundesliga2
Brian Behrendt;1991-10-24;Arminia Bielefeld;;;2020.0;GER-Bundesliga2
Felix Platte;1996-02-11;Darmstadt;;;2020.0;GER-Bundesliga2
Lars Holtkamp;2001-11-21;Bochum;;;2020.0;GER-Bundesliga2
Sebastian Maier;1993-09-18;Bochum;;;2020.0;GER-Bundesliga2
Jannis Nikolaou;1993-07-31;Dynamo Dresden;;;2020.0;GER-Bundesliga2
Marvin Dirk Bakalorz;1989-09-13;Hannover;;;2020.0;GER-Bundesliga2
Benjamin Uphoff;1993-08-08;Karlsruher SC;;;2020.0;GER-Bundesliga2
Manuel Stiefler;1988-07-25;Karlsruher SC;;;2020.0;GER-Bundesliga2
Sebastian Reinhard Klaas;1998-06-30;Osnabrueck;;;2020.0;GER-Bundesliga2
Benjamin Girth;1992-01-31;Osnabrueck;;;2020.0;GER-Bundesliga2
Alexander Lungwitz;2000-08-04;Greuther Fuerth;;;2020.0;GER-Bundesliga2
Marvin Senger;2000-01-06;St. Pauli;;;2020.0;GER-Bundesliga2
Tobias Fleckstein;1999-04-24;Holstein Kiel;;;2020.0;GER-Bundesliga2
Phillipp Klement;1992-09-09;Stuttgart;;;2020.0;GER-Bundesliga2
Patrick Schmidt;1993-09-10;Dynamo Dresden;FC Heidenheim;;2020.0;GER-Bundesliga2
Jeremy Calvin Dudziak;1995-08-28;Hamburg;;;2020.0;GER-Bundesliga2
Hamadi Al Ghaddioui;1990-09-22;Stuttgart;;;2020.0;GER-Bundesliga2
Philipp Mickel Klewin;1993-09-30;Arminia Bielefeld;;;2020.0;GER-Bundesliga2
Anderson-Lenda Lucoqui;1997-07-06;Arminia Bielefeld;;;2020.0;GER-Bundesliga2
Calogero Rizzuto;1992-01-05;Erzgebirge Aue;;;2020.0;GER-Bundesliga2
Lucas Röser;1993-12-28;Dynamo Dresden;;;2020.0;GER-Bundesliga2
Kenny Prince Nebil Hussein Redondo;1994-08-29;Greuther Fuerth;;;2020.0;GER-Bundesliga2
Fabian Reese;1997-11-29;Holstein Kiel;;;2020.0;GER-Bundesliga2
Marius Gersbeck;1995-06-20;Karlsruher SC;;;2020.0;GER-Bundesliga2
Hanno Behrens;1990-03-26;Nuernberg;;;2020.0;GER-Bundesliga2
Julius Valentin Biada;1992-11-03;Sandhausen;;;2020.0;GER-Bundesliga2
Saliou Sané;1992-07-19;Karlsruher SC;;;2020.0;GER-Bundesliga2
Marc Oliver Kempf;1995-01-28;Stuttgart;;;2020.0;GER-Bundesliga2
Manuel Farrona Pulido;1993-05-01;Osnabrueck;;;2020.0;GER-Bundesliga2
Hikmet Çiftçi;1998-03-10;Erzgebirge Aue;;;2020.0;GER-Bundesliga2
Daniel Patrick Hanslik;1996-10-06;Holstein Kiel;;;2020.0;GER-Bundesliga2
David Grözinger;1999-04-08;Stuttgart;;;2020.0;GER-Bundesliga2
Lukas Ahrend;2000-02-21;Greuther Fuerth;;;2020.0;GER-Bundesliga2
David Otto;1999-03-03;FC Heidenheim;;;2020.0;GER-Bundesliga2
Gideon Jung;1994-09-12;Hamburg;;;2020.0;GER-Bundesliga2
Niklas Bernd Dorsch;1998-01-15;FC Heidenheim;;;2020.0;GER-Bundesliga2
Luca-Milan Zander;1995-08-09;St. Pauli;;;2020.0;GER-Bundesliga2
Jan-Marc Schneider;1994-03-25;Jahn Regensburg;St. Pauli;;2020.0;GER-Bundesliga2
Alexander Mühling;1992-09-05;Holstein Kiel;;;2020.0;GER-Bundesliga2
Sebastian Stolze;1995-01-29;Jahn Regensburg;;;2020.0;GER-Bundesliga2
Jann-Christopher George;1992-07-31;Jahn Regensburg;;;2020.0;GER-Bundesliga2
Clemens Fandrich;1991-01-10;Erzgebirge Aue;;;2020.0;GER-Bundesliga2
Dennis Diekmeier;1989-10-20;Sandhausen;;;2020.0;GER-Bundesliga2
Tim Knipping;1992-11-24;Jahn Regensburg;;;2020.0;GER-Bundesliga2
Sebastian Mrowca;1994-01-16;Wehen Wiesbaden;;;2020.0;GER-Bundesliga2
Alexander Fuchs;1997-01-05;Nuernberg;;;2020.0;GER-Bundesliga2
Marc Lorenz;1988-07-18;Karlsruher SC;;;2020.0;GER-Bundesliga2
Malik Batmaz;2000-03-17;Karlsruher SC;;;2020.0;GER-Bundesliga2
Ulrich Taffertshofer;1992-02-14;Osnabrueck;;;2020.0;GER-Bundesliga2
Michael Eberwein;1996-03-11;Holstein Kiel;;;2020.0;GER-Bundesliga2
Ekin Çelebi;2000-06-06;Nuernberg;;;2020.0;GER-Bundesliga2
Paul-Philipp Besong;2000-10-06;Nuernberg;;;2020.0;GER-Bundesliga2
Sebastian Müller;2001-01-23;Arminia Bielefeld;;;2020.0;GER-Bundesliga2
Jan-Christoph Bartels;1999-01-13;Wehen Wiesbaden;;;2020.0;GER-Bundesliga2
Manuel Paul Wintzheimer;1999-01-10;Bochum;Hamburg;;2020.0;GER-Bundesliga2
Gökalp Kılıç;2000-01-21;FC Heidenheim;;;2020.0;GER-Bundesliga2
Fabian Klos;1987-12-02;Arminia Bielefeld;;;2020.0;GER-Bundesliga2
Tom Baack;1999-03-13;Jahn Regensburg;;;2020.0;GER-Bundesliga2
Thomas Eisfeld;1993-01-18;Bochum;;;2020.0;GER-Bundesliga2
Steve Breitkreuz;1992-01-18;Erzgebirge Aue;;;2020.0;GER-Bundesliga2
Pascal Testroet;1990-09-26;Erzgebirge Aue;;;2020.0;GER-Bundesliga2
Marius Funk;1996-01-01;Greuther Fuerth;;;2020.0;GER-Bundesliga2
Lukas Thomas Fröde;1995-01-23;Karlsruher SC;;;2020.0;GER-Bundesliga2
Maximilian Dittgen;1995-03-03;Wehen Wiesbaden;;;2020.0;GER-Bundesliga2
Nicklas Shipnoski;1998-01-01;Wehen Wiesbaden;;;2020.0;GER-Bundesliga2
Merveille Biankadi;1995-05-09;FC Heidenheim;;;2020.0;GER-Bundesliga2
Simon Lorenz;1997-03-30;Bochum;;;2020.0;GER-Bundesliga2
David Peter Kopacz;1999-05-29;Stuttgart;;;2020.0;GER-Bundesliga2
Nicolás Marcel Sessa;1996-03-23;Erzgebirge Aue;;;2020.0;GER-Bundesliga2
Niklas Jeck;2001-09-18;Erzgebirge Aue;;;2020.0;GER-Bundesliga2
Tobias-Mbunjiro Knost;2000-05-08;Hamburg;;;2020.0;GER-Bundesliga2
Felix Kielkopf;1996-12-22;Nuernberg;;;2020.0;GER-Bundesliga2
Maximilian Großer;2001-07-23;Dynamo Dresden;;;2020.0;GER-Bundesliga2
Darko Todorović;1997-05-05;Holstein Kiel;;;2020.0;GER-Bundesliga2
Sascha Horvath;1996-08-22;Dynamo Dresden;;;2020.0;GER-Bundesliga2
Robert Žulj;1992-02-05;Bochum;;;2020.0;GER-Bundesliga2
Marc Hornschuh;1991-03-02;St. Pauli;;;2020.0;GER-Bundesliga2
Philipp Ziereis;1993-03-14;St. Pauli;;;2020.0;GER-Bundesliga2
Asger Strømgaard Sørensen;1996-06-05;Nuernberg;;;2020.0;GER-Bundesliga2
Stefan Ortega Moreno;1992-11-06;Arminia Bielefeld;;;2020.0;GER-Bundesliga2
Dominik Baumgartner;1996-07-20;Bochum;;;2020.0;GER-Bundesliga2
Silvere Ganvoula M'boussy;1996-06-29;Bochum;;;2020.0;GER-Bundesliga2
Rico Benatelli;1992-03-17;St. Pauli;;;2020.0;GER-Bundesliga2
Moussa Koné;1996-12-30;Dynamo Dresden;;;2020.0;GER-Bundesliga2
Lukas Josef Gugganig;1995-02-14;Osnabrueck;;;2020.0;GER-Bundesliga2
Aleksandr Zhirov;1991-01-24;Sandhausen;;;2020.0;GER-Bundesliga2
Konstantin Kerschbaumer;1992-07-01;FC Heidenheim;;;2020.0;GER-Bundesliga2
Sebastian Guerra Soto;2000-07-28;Hannover;;;2020.0;GER-Bundesliga2
Lukas Watkowiak;1996-03-06;Wehen Wiesbaden;;;2020.0;GER-Bundesliga2
Lukas Jäger;1994-02-12;Nuernberg;;;2020.0;GER-Bundesliga2
Ondřej Petrák;1992-03-11;Dynamo Dresden;Nuernberg;;2020.0;GER-Bundesliga2
Chima Sean Okoroji;1997-04-19;Jahn Regensburg;;;2020.0;GER-Bundesliga2
Heinz Lindner;1990-07-17;Wehen Wiesbaden;;;2020.0;GER-Bundesliga2
Jakub Jacek Bednarczyk;1999-01-02;St. Pauli;;;2020.0;GER-Bundesliga2
Janni-Luca Serra;1998-03-13;Holstein Kiel;;;2020.0;GER-Bundesliga2
Florian Hartherz;1993-05-29;Arminia Bielefeld;;;2020.0;GER-Bundesliga2
Johannes Wurtz;1992-06-19;Darmstadt;;;2020.0;GER-Bundesliga2
Dominik Wydra;1994-03-21;Erzgebirge Aue;;;2020.0;GER-Bundesliga2
Felix Olof Allan Nelson Beijmo;1998-01-31;Greuther Fuerth;;;2020.0;GER-Bundesliga2
Josip Elez;1994-04-25;Hannover;;;2020.0;GER-Bundesliga2
Kevin Wimmer;1992-11-15;Hannover;;;2020.0;GER-Bundesliga2
Iver Tobias Rørvik Fossum;1996-07-15;Hannover;;;2020.0;GER-Bundesliga2
Bobby Shou Wood;1992-11-15;Hamburg;;;2020.0;GER-Bundesliga2
Tim Leibold;1993-11-30;Hamburg;;;2020.0;GER-Bundesliga2
Timothy Justin Tillman;1999-01-04;Greuther Fuerth;;;2020.0;GER-Bundesliga2
Mikael Ishak;1993-03-31;Nuernberg;;;2020.0;GER-Bundesliga2
Federico Palacios Martínez;1995-04-09;Jahn Regensburg;Nuernberg;;2020.0;GER-Bundesliga2
Martin Fraisl;1993-05-10;Sandhausen;;;2020.0;GER-Bundesliga2
John Alberto Fernando Andres L Guidetti;1992-04-15;Hannover;;;2020.0;GER-Bundesliga2
Carl-Robert Sebastian Ohlsson;1993-05-26;St. Pauli;;;2020.0;GER-Bundesliga2
Jörgen Joakim Nilsson;1994-02-06;Arminia Bielefeld;;;2020.0;GER-Bundesliga2
Marco Djuričin;1992-12-12;Karlsruher SC;;;2020.0;GER-Bundesliga2
Njegoš Kupusović;2001-02-22;Erzgebirge Aue;;;2020.0;GER-Bundesliga2
Cedric Teuchert;1997-01-14;Hannover;;;2020.0;GER-Bundesliga2
Mateo Klimowicz;2000-07-06;Stuttgart;;;2020.0;GER-Bundesliga2
Jonas Brändle;2000-05-06;FC Heidenheim;;;2020.0;GER-Bundesliga2
Svend Arvid Stanislaw Brodersen;1997-03-22;St. Pauli;;;2020.0;GER-Bundesliga2
Baboucarr Gaye;1998-02-24;Arminia Bielefeld;;;2020.0;GER-Bundesliga2
Amos Pieper;1998-01-17;Arminia Bielefeld;;;2020.0;GER-Bundesliga2
Marcel Heller;1986-02-12;Darmstadt;;;2020.0;GER-Bundesliga2
Maximilian Schlosser;1999-02-14;Erzgebirge Aue;;;2020.0;GER-Bundesliga2
Brian Tømming Hamalainen;1989-05-29;Dynamo Dresden;;;2020.0;GER-Bundesliga2
Sonny Kittel;1993-01-06;Hamburg;;;2020.0;GER-Bundesliga2
Miiko Martín Albornoz Inola;1990-11-30;Hannover;;;2020.0;GER-Bundesliga2
Adam Zreľák;1994-05-05;Nuernberg;;;2020.0;GER-Bundesliga2
Dominic Volkmer;1996-04-27;Jahn Regensburg;;;2020.0;GER-Bundesliga2
Nicolás Iván González;1998-04-06;Stuttgart;;;2020.0;GER-Bundesliga2
Makana Nsimba Baku;1998-04-08;Holstein Kiel;;;2020.0;GER-Bundesliga2
Jacob Vandsø Ryfeldt Rasmussen;1997-05-28;Erzgebirge Aue;;;2020.0;GER-Bundesliga2
Martin Hansen;1990-06-15;Hannover;;;2020.0;GER-Bundesliga2
Sven Köhler;1996-11-08;Osnabrueck;;;2020.0;GER-Bundesliga2
Luca Maurice Mack;2000-05-25;Stuttgart;;;2020.0;GER-Bundesliga2
Jakob Duhme;2001-02-20;Osnabrueck;;;2020.0;GER-Bundesliga2
Joel Julius Ilmari Pohjanpalo;1994-09-13;Hamburg;;;2020.0;GER-Bundesliga2
Assan Torrez Ceesay;1994-03-17;Osnabrueck;;;2020.0;GER-Bundesliga2
Konstantinos Mavropanos;1997-12-11;Nuernberg;;;2020.0;GER-Bundesliga2
Guðlaugur Victor Pálsson;1991-04-30;Darmstadt;;;2020.0;GER-Bundesliga2
Jae-Sung Lee;1992-08-10;Holstein Kiel;;;2020.0;GER-Bundesliga2
Wataru Endo;1993-02-09;Stuttgart;;;2020.0;GER-Bundesliga2
Leo Skiri Østigård;1999-11-28;St. Pauli;;;2020.0;GER-Bundesliga2
Viktor Einar Gyökeres;1998-06-04;St. Pauli;;;2020.0;GER-Bundesliga2
Salih Özcan;1998-01-11;Holstein Kiel;;;2020.0;GER-Bundesliga2
Orel Johnson Mangala;1998-03-18;Stuttgart;;;2020.0;GER-Bundesliga2
Mats Møller Dæhli;1995-03-02;St. Pauli;;;2020.0;GER-Bundesliga2
Jóan Símun Edmundsson;1991-07-26;Arminia Bielefeld;;;2020.0;GER-Bundesliga2
Rolf Linus Wahlqvist Egnell;1996-11-11;Dynamo Dresden;;;2020.0;GER-Bundesliga2
David Raum;1998-04-22;Greuther Fuerth;;;2020.0;GER-Bundesliga2
Leart Paqarada;1994-10-08;Sandhausen;;;2020.0;GER-Bundesliga2
Gregor Kobel;1997-12-06;Stuttgart;;;2020.0;GER-Bundesliga2
Borna Sosa;1998-01-21;Stuttgart;;;2020.0;GER-Bundesliga2
Dirk Delfin Carlson;1998-04-01;Karlsruher SC;;;2020.0;GER-Bundesliga2
Andrew Owusu;2000-03-07;FC Heidenheim;;;2020.0;GER-Bundesliga2
Ransford-Yeboah Königsdörffer;2001-09-13;Dynamo Dresden;;;2020.0;GER-Bundesliga2
Salim Khelifi;1994-01-26;Holstein Kiel;;;2020.0;GER-Bundesliga2
Kyriakos Papadopoulos;1992-02-23;Hamburg;;;2020.0;GER-Bundesliga2
Khaled Narey;1994-07-23;Hamburg;;;2020.0;GER-Bundesliga2
Berkay Özcan;1998-02-15;Hamburg;;;2020.0;GER-Bundesliga2
Dimitrios Diamantakos;1993-03-05;St. Pauli;;;2020.0;GER-Bundesliga2
Yannick Stark;1990-10-28;Darmstadt;;;2020.0;GER-Bundesliga2
Serdar Dursun;1991-10-19;Darmstadt;;;2020.0;GER-Bundesliga2
Barış Ekincier;1999-03-24;Bochum;;;2020.0;GER-Bundesliga2
Enver Cenk Şahin;1994-09-22;St. Pauli;;;2020.0;GER-Bundesliga2
Florent Muslija;1998-07-06;Hannover;;;2020.0;GER-Bundesliga2
Gökhan Gül;1998-07-17;Wehen Wiesbaden;;;2020.0;GER-Bundesliga2
Ioannis Gelios;1992-04-24;Holstein Kiel;;;2020.0;GER-Bundesliga2
Cèbio Soukou;1992-10-02;Arminia Bielefeld;;;2020.0;GER-Bundesliga2
Antonis Aidonis;2001-05-22;Stuttgart;;;2020.0;GER-Bundesliga2
Alexander Thomas Jeremejeff;1993-10-12;Dynamo Dresden;;;2020.0;GER-Bundesliga2
Ognjen Ožegović;1994-06-09;Darmstadt;;;2020.0;GER-Bundesliga2
Adam Gnezda Čerin;1999-07-16;Nuernberg;;;2020.0;GER-Bundesliga2
Luka Štor;1998-07-05;Dynamo Dresden;;;2020.0;GER-Bundesliga2
Mert Kuyucu;2000-05-11;St. Pauli;;;2020.0;GER-Bundesliga2
Mert Yusuf Torlak;2002-07-18;Greuther Fuerth;;;2020.0;GER-Bundesliga2
Josha Mamadou Karaboue Vagnoman;2000-12-11;Hamburg;;;2020.0;GER-Bundesliga2
Rick van Drongelen;1998-12-20;Hamburg;;;2020.0;GER-Bundesliga2
Finn Ole Becker;2000-06-08;St. Pauli;;;2020.0;GER-Bundesliga2
Jonathan Clauss;1992-09-25;Arminia Bielefeld;;;2020.0;GER-Bundesliga2
Görkem Sağlam;1998-04-11;Bochum;;;2020.0;GER-Bundesliga2
Maximilian Bauer;2000-02-09;Greuther Fuerth;;;2020.0;GER-Bundesliga2
Jonathas Cristian de Jesus;1989-03-06;Hannover;;;2020.0;GER-Bundesliga2
Niklas Uwe Schmidt;1998-03-01;Osnabrueck;;;2020.0;GER-Bundesliga2
Emiliano Adrián Insúa Zapata;1989-01-07;Stuttgart;;;2020.0;GER-Bundesliga2
Santiago Lionel Ascacíbar;1997-02-25;Stuttgart;;;2020.0;GER-Bundesliga2
Ensar Arslan;2001-08-01;Darmstadt;;;2020.0;GER-Bundesliga2
Diego Armando Valentin Contento;1990-05-01;Sandhausen;;;2020.0;GER-Bundesliga2
Marc Pfitzner;1984-08-28;Eintracht Braunschweig;;;2020.0;GER-Bundesliga2
Alexander Esswein;1990-03-25;Sandhausen;;;2020.0;GER-Bundesliga2
Martin Kobylański;1994-03-08;Eintracht Braunschweig;;;2020.0;GER-Bundesliga2
Oumar Diakhité;1993-12-09;Eintracht Braunschweig;;;2020.0;GER-Bundesliga2
Stefan Maierhofer;1982-08-16;Wuerzburger Kickers;;;2020.0;GER-Bundesliga2
Axel Bellinghausen;1983-05-17;Fortuna Duesseldorf;;;2020.0;GER-Bundesliga2
Thomas Kleine;1977-12-28;Fortuna Duesseldorf;;;2020.0;GER-Bundesliga2
Andre Mijatović;1979-12-03;Greuther Fuerth;;;2020.0;GER-Bundesliga2
Lennart Schulze Kökelsum;2002-03-12;Eintracht Braunschweig;;;2020.0;GER-Bundesliga2
Tore Reginiussen;1986-04-10;St. Pauli;;;2020.0;GER-Bundesliga2
Christoph Moritz;1990-01-27;Jahn Regensburg;;;2020.0;GER-Bundesliga2
Oliver Fink;1982-06-06;Fortuna Duesseldorf;;;2020.0;GER-Bundesliga2
Lasse Schlüter;1992-04-27;Eintracht Braunschweig;;;2020.0;GER-Bundesliga2
Benjamin Kessel;1987-10-01;Eintracht Braunschweig;;;2020.0;GER-Bundesliga2
Simon Makienok Christoffersen;1990-11-21;St. Pauli;;;2020.0;GER-Bundesliga2
Kevin Sören Harr;2000-02-26;Erzgebirge Aue;;;2020.0;GER-Bundesliga2
Adrian Oeynhausen;2002-01-18;Paderborn;;;2020.0;GER-Bundesliga2
Gianni Mollo;2001-02-24;FC Heidenheim;;;2020.0;GER-Bundesliga2
Paul Frederic Löhr;2001-01-14;Karlsruher SC;;;2020.0;GER-Bundesliga2
Alexander Vogler;2002-12-06;Darmstadt;;;2020.0;GER-Bundesliga2
Christian Strohdiek;1988-01-22;Wuerzburger Kickers;Paderborn;;2020.0;GER-Bundesliga2
Ken Reichel;1986-12-19;Osnabrueck;;;2020.0;GER-Bundesliga2
Felix Kroos;1991-03-12;Eintracht Braunschweig;;;2020.0;GER-Bundesliga2
Fabian Giefer;1990-05-17;Wuerzburger Kickers;;;2020.0;GER-Bundesliga2
Felix Burmeister;1990-03-09;Eintracht Braunschweig;;;2020.0;GER-Bundesliga2
Sascha Härtel;1999-03-09;Erzgebirge Aue;;;2020.0;GER-Bundesliga2
Matthias Heiland;2001-12-13;Eintracht Braunschweig;;;2020.0;GER-Bundesliga2
Aristote Nkaka Bazunga;1996-03-27;Paderborn;;;2020.0;GER-Bundesliga2
Arne Feick;1988-04-01;Wuerzburger Kickers;;;2020.0;GER-Bundesliga2
Edgar Prib;1989-12-15;Fortuna Duesseldorf;Hannover;;2020.0;GER-Bundesliga2
Raphael Wolf;1988-06-06;Fortuna Duesseldorf;;;2020.0;GER-Bundesliga2
Ewerton Jose Almeida Santos;1989-03-23;Wuerzburger Kickers;Hamburg;;2020.0;GER-Bundesliga2
Sebastian Kerk;1994-04-17;Osnabrueck;;;2020.0;GER-Bundesliga2
Ridge Munsy;1989-07-09;Wuerzburger Kickers;;;2020.0;GER-Bundesliga2
Douglas Franco Texeira;1988-01-12;Wuerzburger Kickers;;;2020.0;GER-Bundesliga2
